problem_id,pass_at_1,pass_at_2,pass_at_3,pass_at_4,pass_at_5,pass_at_6,pass_at_7,pass_at_8,pass_at_9,pass_at_10,pass_at_11,pass_at_12,pass_at_13,pass_at_14,pass_at_15,pass_at_16,pass_at_17,pass_at_18,pass_at_19,pass_at_20,pass_at_21,pass_at_22,pass_at_23,pass_at_24,pass_at_25,pass_at_26,pass_at_27,pass_at_28,pass_at_29,pass_at_30,pass_at_31,pass_at_32,pass_at_33,pass_at_34,pass_at_35,pass_at_36,pass_at_37,pass_at_38,pass_at_39,pass_at_40,pass_at_41,pass_at_42,pass_at_43,pass_at_44,pass_at_45,pass_at_46,pass_at_47,pass_at_48,pass_at_49,pass_at_50,pass_at_51,pass_at_52,pass_at_53,pass_at_54,pass_at_55,pass_at_56,pass_at_57,pass_at_58,pass_at_59,pass_at_60,pass_at_61,pass_at_62,pass_at_63,pass_at_64,pass_at_65,pass_at_66,pass_at_67,pass_at_68,pass_at_69,pass_at_70,pass_at_71,pass_at_72,pass_at_73,pass_at_74,pass_at_75,pass_at_76,pass_at_77,pass_at_78,pass_at_79,pass_at_80,pass_at_81,pass_at_82,pass_at_83,pass_at_84,pass_at_85,pass_at_86,pass_at_87,pass_at_88,pass_at_89,pass_at_90,pass_at_91,pass_at_92,pass_at_93,pass_at_94,pass_at_95,pass_at_96,pass_at_97,pass_at_98,pass_at_99,pass_at_100
ABC418,0.89,0.9888888888888888,0.9989795918367348,0.99991584262571,0.9999938635247914,0.9999996124331448,0.9999999793847416,0.9999999991133224,0.9999999999710866,0.9999999999993644,0.9999999999999928,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ABC417,0.53,0.7816161616161617,0.899721706864564,0.9545129391962972,0.9796255873483414,0.990992364932951,0.9960711378962872,0.9983101668371128,0.99928365768095,0.9997008680425944,0.9998770235286222,0.9999502567082068,0.9999802157362184,0.999992268218752,0.9999970331537072,0.9999988830696308,0.9999995877995068,0.9999998510118698,0.999999947309076,0.9999999817858534,0.9999999938527256,0.9999999979768464,0.9999999993515534,0.9999999997978868,0.999999999938834,0.999999999982058,0.9999999999949084,0.999999999998605,0.999999999999632,0.9999999999999066,0.9999999999999774,0.9999999999999948,0.9999999999999988,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ABC404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABC397,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ABC392,0.72,0.9236363636363636,0.9797402597402596,0.9947784174588298,0.9986946043647076,0.9996839568461924,0.9999260324533642,0.9999832976507596,0.999996369054513,0.9999992418905028,0.9999998483781004,0.9999999710385136,0.9999999947342753,0.9999999990921165,0.999999999852205,0.999999999977396,0.9999999999967708,0.999999999999572,0.9999999999999478,0.9999999999999942,0.9999999999999994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ABC415,0.98,0.9997979797979798,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ABC421,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.1100000000000001,0.1200000000000001,0.1300000000000001,0.1400000000000001,0.1500000000000001,0.1600000000000001,0.1700000000000001,0.1800000000000001,0.1900000000000001,0.2000000000000001,0.2100000000000002,0.2200000000000002,0.2300000000000002,0.2400000000000002,0.2500000000000002,0.2600000000000002,0.2700000000000002,0.2800000000000002,0.2900000000000002,0.3000000000000002,0.3100000000000003,0.3200000000000003,0.3300000000000003,0.3400000000000003,0.3500000000000003,0.3600000000000003,0.3700000000000003,0.3800000000000003,0.3900000000000003,0.4000000000000003,0.4100000000000003,0.4200000000000004,0.4300000000000004,0.4400000000000004,0.4500000000000004,0.4600000000000004,0.4700000000000004,0.4800000000000004,0.4900000000000004,0.5000000000000004,0.5100000000000005,0.5200000000000005,0.5300000000000005,0.5400000000000005,0.5500000000000005,0.5600000000000005,0.5700000000000005,0.5800000000000005,0.5900000000000005,0.6000000000000005,0.6100000000000005,0.6200000000000006,0.6300000000000004,0.6400000000000003,0.6500000000000004,0.6600000000000004,0.6700000000000004,0.6800000000000004,0.6900000000000004,0.7000000000000004,0.7100000000000004,0.7200000000000003,0.7300000000000003,0.7400000000000003,0.7500000000000003,0.7600000000000003,0.7700000000000002,0.7800000000000002,0.7900000000000003,0.8000000000000003,0.8100000000000003,0.8200000000000003,0.8300000000000003,0.8400000000000003,0.8500000000000002,0.8600000000000002,0.8700000000000002,0.8800000000000001,0.8900000000000001,0.9000000000000001,0.91,0.9200000000000002,0.9300000000000002,0.94,0.95,0.96,0.97,0.98,0.99,1.0
ABC413,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ABC414,0.29,0.4979797979797979,0.6465367965367965,0.7522113625206409,0.8270641800925307,0.8798551145906002,0.9169210898764788,0.9428274166891898,0.960849209254554,0.973325834876729,0.9819208436386718,0.9878118047002282,0.9918283690603804,0.9945522460402536,0.9963892793522612,0.9976211722791368,0.9984424342303873,0.9989866439571192,0.9993450259722844,0.9995795228464048,0.9997319458145832,0.9998303454522678,0.9998934221430912,0.9999335618554336,0.9999589132527024,0.999974800128324,0.9999846757537106,0.99999076346799,0.9999944837378272,0.9999967368589964,0.999998088731698,0.9999988920183756,0.9999993645399508,0.9999996395898229,0.9999997979518704,0.9999998880964204,0.99999993880273,0.9999999669729018,0.9999999824210608,0.9999999907782612,0.999999995235435,0.9999999975773398,0.99999999878867,0.9999999994049606,0.999999999713106,0.9999999998643774,0.9999999999372118,0.9999999999715676,0.9999999999874242,0.9999999999945752,0.9999999999977216,0.99999999999907,0.999999999999632,0.999999999999859,0.999999999999948,0.9999999999999816,0.9999999999999936,0.999999999999998,0.9999999999999992,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ABC393,0.5800000000000001,0.826060606060606,0.929004329004329,0.9714553487749364,0.9887010755567456,0.9955993662694692,0.9983146509117116,0.999365728837741,0.9997655954400348,0.999914996148584,0.9999697764083856,0.9999894726815725,0.9999964111414452,0.999998803713815,0.9999996105114748,0.9999998762801154,0.99999996170575,0.9999999884655874,0.9999999966240743,0.9999999990414038,0.999999999736386,0.9999999999299254,0.9999999999820322,0.9999999999955664,0.99999999999895,0.999999999999762,0.9999999999999484,0.9999999999999896,0.999999999999998,0.9999999999999996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ABC400,0.5,0.7525252525252525,0.8787878787878788,0.9412683536394876,0.9718577527855878,0.9866694618458048,0.9937601736299512,0.9971149189901924,0.9986828977998704,0.999406580327414,0.9997362579232952,0.9998844276293092,0.99995009374902,0.9999787755024568,0.9999911153266098,0.9999963416050748,0.9999985192211016,0.9999994112565824,0.9999997702464712,0.9999999120696372,0.999999967026114,0.999999987895662,0.9999999956548532,0.999999998476377,0.9999999994787606,0.9999999998262536,0.9999999999436496,0.999999999982246,0.9999999999945752,0.9999999999983956,0.9999999999995416,0.9999999999998738,0.9999999999999666,0.9999999999999916,0.999999999999998,0.9999999999999996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ABC401,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ABC398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABC403,0.6699999999999999,0.8933333333333333,0.9662585034013604,0.9895644855880495,0.99684760502139,0.999070873058936,0.9997331231126731,0.9999253892573065,0.9999797253416594,0.9999946528373608,0.9999986335028812,0.9999996622141952,0.999999919392024,0.9999999814694308,0.999999995906037,0.9999999991330432,0.9999999998245443,0.9999999999661772,0.999999999993813,0.9999999999989306,0.9999999999998264,0.9999999999999736,0.9999999999999962,0.9999999999999996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
