model,track,problem_id,pass_at_1,pass_at_2,pass_at_3,pass_at_4,pass_at_5,pass_at_6,pass_at_7,pass_at_8,pass_at_9,pass_at_10,pass_at_11,pass_at_12,pass_at_13,pass_at_14,pass_at_15,pass_at_16,pass_at_17,pass_at_18,pass_at_19,pass_at_20,pass_at_21,pass_at_22,pass_at_23,pass_at_24,pass_at_25,pass_at_26,pass_at_27,pass_at_28,pass_at_29,pass_at_30,pass_at_31,pass_at_32,pass_at_33,pass_at_34,pass_at_35,pass_at_36,pass_at_37,pass_at_38,pass_at_39,pass_at_40,pass_at_41,pass_at_42,pass_at_43,pass_at_44,pass_at_45,pass_at_46,pass_at_47,pass_at_48,pass_at_49,pass_at_50,pass_at_51,pass_at_52,pass_at_53,pass_at_54,pass_at_55,pass_at_56,pass_at_57,pass_at_58,pass_at_59,pass_at_60,pass_at_61,pass_at_62,pass_at_63,pass_at_64,pass_at_65,pass_at_66,pass_at_67,pass_at_68,pass_at_69,pass_at_70,pass_at_71,pass_at_72,pass_at_73,pass_at_74,pass_at_75,pass_at_76,pass_at_77,pass_at_78,pass_at_79,pass_at_80,pass_at_81,pass_at_82,pass_at_83,pass_at_84,pass_at_85,pass_at_86,pass_at_87,pass_at_88,pass_at_89,pass_at_90,pass_at_91,pass_at_92,pass_at_93,pass_at_94,pass_at_95,pass_at_96,pass_at_97,pass_at_98,pass_at_99,pass_at_100,k50,k90
Llama-3.1-8B-Instruct,CoT,ABC402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Llama-3.1-8B-Instruct,CoT,ABC403,0.6699999999999999,0.8933333333333333,0.9662585034013604,0.9895644855880495,0.99684760502139,0.999070873058936,0.9997331231126731,0.9999253892573065,0.9999797253416594,0.9999946528373608,0.9999986335028812,0.9999996622141952,0.999999919392024,0.9999999814694308,0.999999995906037,0.9999999991330432,0.9999999998245443,0.9999999999661772,0.999999999993813,0.9999999999989306,0.9999999999998264,0.9999999999999736,0.9999999999999962,0.9999999999999996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
Llama-3.1-8B-Instruct,CoT,ABC404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Llama-3.1-8B-Instruct,CoT,ABC405,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Llama-3.1-8B-Instruct,CoT,ABC406,0.41,0.6543434343434343,0.7989548546691404,0.8839326996028027,0.9335031091474392,0.96220176730486,0.9786882305016764,0.9880837417858837,0.9933942481639138,0.9963704660241284,0.9980239203909144,0.9989342491995944,0.9994307921861468,0.9996990395466984,0.9998425206930398,0.9999184812999266,0.999958270189248,0.999978883710222,0.999989441855111,0.9999947861012892,0.9999974582243786,0.9999987773737518,0.9999994200362669,0.9999997288481248,0.9999998751274258,0.9999999433910998,0.9999999747554904,0.9999999889339136,0.999999995235435,0.9999999979868036,0.9999999991659616,0.9999999996615496,0.9999999998656152,0.9999999999478508,0.9999999999802464,0.9999999999927064,0.9999999999973788,0.9999999999990848,0.99999999999969,0.9999999999998984,0.9999999999999678,0.9999999999999902,0.9999999999999972,0.9999999999999992,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0
Llama-3.1-8B-Instruct,CoT,ABC407,0.41,0.6543434343434343,0.7989548546691404,0.8839326996028027,0.9335031091474392,0.96220176730486,0.9786882305016764,0.9880837417858837,0.9933942481639138,0.9963704660241284,0.9980239203909144,0.9989342491995944,0.9994307921861468,0.9996990395466984,0.9998425206930398,0.9999184812999266,0.999958270189248,0.999978883710222,0.999989441855111,0.9999947861012892,0.9999974582243786,0.9999987773737518,0.9999994200362669,0.9999997288481248,0.9999998751274258,0.9999999433910998,0.9999999747554904,0.9999999889339136,0.999999995235435,0.9999999979868036,0.9999999991659616,0.9999999996615496,0.9999999998656152,0.9999999999478508,0.9999999999802464,0.9999999999927064,0.9999999999973788,0.9999999999990848,0.99999999999969,0.9999999999998984,0.9999999999999678,0.9999999999999902,0.9999999999999972,0.9999999999999992,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0
Llama-3.1-8B-Instruct,CoT,ABC408,0.2099999999999999,0.3775757575757575,0.5109523809523809,0.6168286696121748,0.7006473981345116,0.7668200785468827,0.818913465254494,0.8598039731002535,0.8918052401099782,0.9167732616230602,0.9361928339110128,0.951248457370212,0.9628823482250478,0.9718417814121052,0.9787176254858936,0.9839756238952608,0.9879817179214456,0.9910224880858992,0.99332160699073,0.9950530422153556,0.9963516186338248,0.9973214415286308,0.9980425918863072,0.9985764304627688,0.9989697852033196,0.99925824534639,0.9994687432886308,0.9996215705617644,0.9997319458145832,0.9998112294468896,0.9998678606128226,0.9999080769480504,0.9999364649493878,0.9999563789204752,0.9999702583548696,0.9999798671940656,0.9999864732710128,0.9999909821806752,0.9999940366033496,0.999996089575967,0.9999974582243786,0.999998362924176,0.999998955658526,0.9999993404159112,0.9999995877599444,0.999999745160693,0.999999844264868,0.999999905971241,0.9999999439443936,0.999999967026114,0.999999980875146,0.999999989071512,0.9999999938527256,0.99999999659938,0.999999998151837,0.999999999014313,0.9999999994847546,0.999999999736386,0.999999999868193,0.999999999935704,0.9999999999694592,0.9999999999859044,0.999999999993694,0.9999999999972732,0.9999999999988638,0.9999999999995456,0.9999999999998264,0.9999999999999368,0.9999999999999782,0.999999999999993,0.999999999999998,0.9999999999999994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,10.0
Llama-3.1-8B-Instruct,CoT,ABC409,0.83,0.9725252525252526,0.9957946815089672,0.9993930468157272,0.9999178084229632,0.9999896179060584,0.9999987850741132,0.9999998693628078,0.9999999872202748,0.9999999988765076,0.9999999999126172,0.999999999994109,0.9999999999996652,0.9999999999999846,0.9999999999999994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
Llama-3.1-8B-Instruct,CoT,ABC410,0.36,0.5927272727272728,0.7423376623376623,0.8379649216762619,0.8987280760476637,0.9371048051243384,0.9611923265660812,0.9762146517663078,0.9855219619447092,0.99124953743911,0.994749722463466,0.9968734302310528,0.9981524815001676,0.9989169719138912,0.9993703325080764,0.9996370152105382,0.9997925801203076,0.9998825453693309,0.9999341108169416,0.9999633948983008,0.9999798671940656,0.9999890416372762,0.9999940993431486,0.9999968580918064,0.9999983463641088,0.9999991401093364,0.999999558434524,0.999999776192841,0.9999998880964204,0.9999999448362636,0.9999999732061852,0.9999999871855668,0.9999999939696784,0.9999999972098512,0.9999999987317506,0.9999999994341656,0.9999999997524476,0.999999999893906,0.999999999955509,0.999999999981766,0.9999999999927064,0.9999999999971568,0.9999999999989216,0.9999999999996028,0.999999999999858,0.9999999999999508,0.9999999999999836,0.9999999999999948,0.9999999999999984,0.9999999999999996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0
Llama-3.1-8B-Instruct,CoT,ABC411,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Llama-3.1-8B-Instruct,CoT,ABC412,0.95,0.997979797979798,0.9999381570810142,0.9999987248882684,0.9999999867175862,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Llama-3.1-8B-Instruct,CoT,ABC413,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Llama-3.1-8B-Instruct,CoT,ABC414,0.29,0.4979797979797979,0.6465367965367965,0.7522113625206409,0.8270641800925307,0.8798551145906002,0.9169210898764788,0.9428274166891898,0.960849209254554,0.973325834876729,0.9819208436386718,0.9878118047002282,0.9918283690603804,0.9945522460402536,0.9963892793522612,0.9976211722791368,0.9984424342303873,0.9989866439571192,0.9993450259722844,0.9995795228464048,0.9997319458145832,0.9998303454522678,0.9998934221430912,0.9999335618554336,0.9999589132527024,0.999974800128324,0.9999846757537106,0.99999076346799,0.9999944837378272,0.9999967368589964,0.999998088731698,0.9999988920183756,0.9999993645399508,0.9999996395898229,0.9999997979518704,0.9999998880964204,0.99999993880273,0.9999999669729018,0.9999999824210608,0.9999999907782612,0.999999995235435,0.9999999975773398,0.99999999878867,0.9999999994049606,0.999999999713106,0.9999999998643774,0.9999999999372118,0.9999999999715676,0.9999999999874242,0.9999999999945752,0.9999999999977216,0.99999999999907,0.999999999999632,0.999999999999859,0.999999999999948,0.9999999999999816,0.9999999999999936,0.999999999999998,0.9999999999999992,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0
Llama-3.1-8B-Instruct,CoT,ABC415,0.98,0.9997979797979798,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
