track,k,mean_pass,mean_pass_ci_lo,mean_pass_ci_hi,d_pass,d_pass_ci_lo,d_pass_ci_hi
baseline,20,0.8599065872865419,0.7330844039387561,0.9664788963846515,0.8767568265348133,0.7571626012586452,0.9705466744840258
baseline,21,0.8605306450018697,0.7272147825972678,0.9665197038641319,0.8772809212741305,0.7483542026365329,0.9758743580530438
baseline,22,0.8610969809315281,0.7330737970074941,0.966587070303088,0.8777540187818496,0.7574558092028574,0.9756370489128047
baseline,23,0.8616124928443257,0.7283102658360767,0.9666271604344984,0.878182945560352,0.7482898715751748,0.975009320629497
baseline,24,0.8620827531716935,0.7287809232215486,0.9666244105907009,0.8785730673512152,0.7453637127313576,0.9715020031676397
baseline,25,0.8625123471399891,0.7291938017690581,0.9666423520786313,0.8789286837173463,0.7462509088301842,0.9757563621505057
baseline,26,0.8629051191278854,0.733213979240157,0.9666511941304008,0.8792533112823719,0.7549888279719017,0.9741115962973387
baseline,27,0.863264352075507,0.7299404554978799,0.9666522908860341,0.8795498869306675,0.7534793046035775,0.9760337651636387
baseline,28,0.863592898097819,0.7302641696412868,0.9666612444345429,0.8798209134934974,0.754897471647486,0.9774225743002941
baseline,29,0.8638932735899549,0.7305640363012635,0.9666617339034452,0.8800685641598022,0.7571547402509865,0.977455612782154
baseline,30,0.8641677285501957,0.7332657724383528,0.9666625443477135,0.8802947573237629,0.7510056294307264,0.9751249702197053
baseline,31,0.864418297231322,0.7310859223167329,0.9666639745777359,0.8805012103113115,0.7506059863851008,0.9715869165820181
baseline,32,0.8646468353090966,0.7313141302640627,0.9666640550027664,0.8806894780612253,0.7519314284460399,0.9733099950231264
baseline,33,0.8648550473441681,0.7315222074341093,0.9666655000037818,0.8808609811229294,0.749512029922171,0.973826167844857
baseline,34,0.8650445072768663,0.731711433772185,0.9650854671183403,0.8810170260932999,0.7556425339177741,0.9740706498674482
baseline,35,0.8652166739348075,0.7318833399805634,0.966666131875562,0.8811588207191868,0.7492134200455126,0.9768179165448077
baseline,36,0.8653729029783475,0.7320395692805793,0.9666664424872713,0.8812874852470741,0.7511155842898756,0.9727890639528829
baseline,37,0.8655144563049261,0.7321810995723231,0.9666665189033891,0.8814040611378694,0.7462537047562231,0.9792581868583338
baseline,38,0.8656425096403735,0.7323092014292677,0.9666666060269281,0.8815095179332686,0.7550424349877716,0.9781096111583027
baseline,39,0.8657581588337274,0.7324248623571933,0.9666666370471587,0.8816047588240252,0.7541767992056161,0.9797600885098497
baseline,40,0.8658624252201265,0.7333333031668525,0.9666666365584995,0.8816906253031049,0.7572981194409927,0.9782897414984539
baseline,41,0.8659562603077267,0.7326229235108912,0.966666639551479,0.8817679011687536,0.7540001190019201,0.9704515770426294
baseline,42,0.8660405499673788,0.7327072185391617,0.9666666545853515,0.8818373160598438,0.7504170195314612,0.9780383722710317
baseline,43,0.8661161182492669,0.7327827832853107,0.9666666603846948,0.8818995486482917,0.7490982856347828,0.9782427623751657
baseline,44,0.8661837309124106,0.7328503982104564,0.9666666633146063,0.8819552295734993,0.7542691818231856,0.9798011897707333
baseline,45,0.8662440987262257,0.7329107654593788,0.9666666654955323,0.8820049441764094,0.7488221309917967,0.9793766729567405
baseline,46,0.8662978805848495,0.7333333322837088,0.9666666657823874,0.8820492350720865,0.7544487138098009,0.9782145456286141
baseline,47,0.8663456864622074,0.7330123532700407,0.9666666660587329,0.8820886045870993,0.7519077076355432,0.9797213999507913
baseline,48,0.8663880802271372,0.733054747137393,0.9666666663491377,0.8821235170794927,0.7544297322387573,0.9772961338318671
baseline,49,0.8664255823320013,0.7330922490366407,0.9666666665247792,0.8821544011534884,0.7534500075281048,0.9789604088667909
baseline,50,0.8664586723842913,0.7333333332945203,0.9666666666084263,0.8821816517773232,0.7606019608128166,0.9790173651965858
baseline,51,0.8664877916080977,0.7331544583011739,0.9666666666051604,0.8822056323101904,0.7551919731043589,0.9723207254492753
baseline,52,0.8665133452005999,0.7331800118768541,0.9666666666443913,0.8822266764426817,0.7504166666553258,0.9792080521960884
baseline,53,0.8665357045875972,0.7332023712569148,0.9666666666442509,0.8822450900541025,0.759530220618676,0.9751801085112811
baseline,54,0.8665552095813868,0.7332218762523752,0.9666666666632271,0.8822611529894029,0.7578376898800103,0.9800052145095453
baseline,55,0.8665721704438135,0.7332388371124926,0.9666666666645655,0.8822751207580567,0.7498966778419688,0.9782622480197222
baseline,56,0.8665868698570406,0.7332535365239123,0.9666666666657012,0.8822872261569769,0.7499335654935126,0.9804909331064944
baseline,57,0.8665995648043956,0.733333333332746,0.9666666666661669,0.8822976808194001,0.7489107801350245,0.9800076333876457
baseline,58,0.8666104883635392,0.733277155030352,0.9666666666664806,0.8823066766915854,0.7574210167151735,0.9782637141051828
baseline,59,0.866619851414136,0.73328651808088,0.9666666666665753,0.8823143874391117,0.7572804946067742,0.9770726679510373
baseline,60,0.8666278442621619,0.7332945109288606,0.9666666666666401,0.8823209697845337,0.7597854642280327,0.9806203037058235
baseline,61,0.8666346381829638,0.7333013048496433,0.9666666666666498,0.8823265647781305,0.753677921199477,0.978685568346326
baseline,62,0.8666403868851726,0.733307053551844,0.9666666666666572,0.8823312990034768,0.7526197629691962,0.9771631875359139
baseline,63,0.8666452278975553,0.7333118945642221,0.966666666666665,0.8823352857195557,0.7490231939163493,0.9795321489244361
baseline,64,0.8666492838809015,0.7333159505475683,0.9666666666666652,0.8823386259411347,0.7461379418403872,0.9753535843824649
baseline,65,0.8666526638670227,0.7333193305336895,0.9666666666666665,0.8823414094591168,0.7536335588741485,0.9793717372115277
baseline,66,0.8666554644269517,0.7333221310936184,0.9666666666666667,0.8823437158025875,0.7583621144710052,0.9791587828256871
baseline,67,0.8666577707704224,0.7333244374370891,0.9666666666666667,0.8823456151442696,0.7542064997545855,0.9815206097005728
baseline,68,0.8666596577787167,0.7333333333333333,0.9666666666666667,0.8823471691511001,0.7657387169446032,0.9768996106288144
baseline,69,0.8666611909729557,0.7333278576396224,0.9666666666666667,0.8823484317816499,0.7537770354229297,0.9788050563026408
baseline,70,0.8666624274199227,0.7333290940865893,0.9666666666666667,0.8823494500320932,0.7490633143931303,0.97867148554298
baseline,71,0.8666634165774963,0.7333300832441629,0.9666666666666667,0.8823502646324479,0.7570310136520888,0.9794691227479279
baseline,72,0.8666642010817789,0.7333333333333333,0.9666666666666667,0.8823509106947982,0.7576998193580379,0.980114145896941
baseline,73,0.8666648174780007,0.7333314841446674,0.9666666666666667,0.8823514183152164,0.7538381315895827,0.9779235181453091
baseline,74,0.8666652968972846,0.7333319635639513,0.9666666666666667,0.8823518131310971,0.7582294356217109,0.9802102075805491
baseline,75,0.866665665681349,0.7333323323480155,0.9666666666666667,0.8823521168356208,0.7489847719404029,0.9795492425074981
baseline,76,0.8666659459572379,0.7333326126239046,0.9666666666666667,0.8823523476510587,0.7549227512079648,0.9787789859335168
baseline,77,0.8666661561641547,0.7333328228308214,0.9666666666666667,0.8823525207626371,0.761503956533794,0.9797182433980057
baseline,78,0.8666663115344844,0.7333333333333333,0.9666666666666667,0.8823526487146734,0.7621762659471931,0.9799193866935167
baseline,79,0.8666664245310879,0.7333330911977546,0.9666666666666667,0.8823527417706999,0.7514219403285672,0.9787866417271736
baseline,80,0.8666665052429475,0.7333331719096141,0.9666666666666667,0.8823528082392901,0.7471527109666398,0.9800821063081725
baseline,81,0.8666665617412491,0.7333332284079158,0.9666666666666667,0.8823528547673033,0.7561809791459877,0.9748069557222455
baseline,82,0.8666666003979819,0.7333332670646485,0.9666666666666667,0.8823528866022597,0.7537773730694933,0.9788212421772244
baseline,83,0.866666626169137,0.733333332320895,0.9666666666666667,0.882352907825564,0.7494209957530797,0.9805484367520874
baseline,84,0.8666666428445905,0.7333333095112572,0.9666666666666667,0.8823529215582901,0.7582805539721748,0.9779819286404785
baseline,85,0.8666666532667489,0.7333333199334154,0.9666666666666667,0.8823529301412442,0.7516236127617826,0.9797180726587196
baseline,86,0.8666666595200438,0.7333333261867104,0.9666666666666667,0.8823529352910165,0.7518228977712171,0.9790816708481124
baseline,87,0.8666666630933553,0.733333329760022,0.9666666666666667,0.8823529382337436,0.7457198516005957,0.9789495750385356
baseline,88,0.866666665017446,0.7333333316841127,0.9666666666666667,0.882352939818289,0.7510603096746566,0.9812038878769018
baseline,89,0.8666666659794913,0.733333332646158,0.9666666666666667,0.8823529406105616,0.7510963264709977,0.9787278929733764
baseline,90,0.8666666664167848,0.7333333330834514,0.9666666666666667,0.8823529409706855,0.7550721458087606,0.9799599194295525
baseline,91,0.866666666591702,0.7333333332583687,0.9666666666666667,0.8823529411147351,0.7516053194428871,0.9748784874463262
baseline,92,0.8666666666500079,0.7333333333166745,0.9666666666666667,0.8823529411627516,0.7469640466491435,0.9795939107203925
baseline,93,0.8666666666645843,0.733333333331251,0.9666666666666667,0.8823529411747558,0.7444715351870005,0.9793814432972108
baseline,94,0.8666666666666667,0.7333333333333333,0.9666666666666667,0.8823529411764707,0.7570479151034408,0.978214691673771
baseline,95,0.8666666666666667,0.7333333333333333,0.9666666666666667,0.8823529411764707,0.7538446969696969,0.9786392405063291
baseline,96,0.8666666666666667,0.7333333333333333,0.9666666666666667,0.8823529411764707,0.7519134812438741,0.973987942787344
baseline,97,0.8666666666666667,0.7333333333333333,0.9666666666666667,0.8823529411764707,0.7536244838089998,0.9801280209368787
baseline,98,0.8666666666666667,0.7333333333333333,0.9666666666666667,0.8823529411764707,0.75,0.9782655547226385
baseline,99,0.8666666666666667,0.7333333333333333,0.9666666666666667,0.8823529411764707,0.7549387890066286,0.9789959733893557
baseline,100,0.8666666666666667,0.7333333333333333,0.9666666666666667,0.8823529411764707,0.7630485613582437,0.9789084590787769
feedback,1,0.7646666666666667,0.6409916666666666,0.8683500000000001,0.7573529411764707,0.6332182840878288,0.8619126216893342
feedback,2,0.8453265993265993,0.736176936026936,0.9383734006734007,0.8475290156466626,0.7415703514540951,0.9349192047205678
feedback,3,0.8762448979591838,0.7632278963100392,0.9634350546279117,0.8823898650369238,0.7747595828897554,0.9629405926244121
feedback,4,0.8923279247344049,0.785845149581232,0.9752386031576018,0.8997780880549658,0.7926386347725822,0.9755936066912833
feedback,5,0.9021304310019331,0.8027153088918322,0.9857696900827653,0.9096659700274987,0.8062393903986321,0.9870206366316953
feedback,6,0.908819827355464,0.8099823628439767,0.9895845067395247,0.9159012158933848,0.8174668841986873,0.9900786435264555
feedback,7,0.91378685142336,0.8160520195304626,0.9925262935091168,0.9201996646610869,0.8206000259857196,0.9930184935151526
feedback,8,0.9176982484865843,0.817849470497479,0.9943746517574966,0.9233844189505941,0.8245640918774619,0.9949020944860028
feedback,9,0.9208996227682362,0.8240425651956191,0.9955194460950111,0.9258753938203997,0.8241864391861402,0.9958488820543661
feedback,10,0.9235861793949043,0.8335835700051917,0.9966266138521643,0.9279010948446302,0.8321730355980077,0.9970228840549754
feedback,11,0.9258785614711306,0.8283129386305117,0.995117569005248,0.9295946964687796,0.8246578024433334,0.9963775059180242
feedback,12,0.9278578430263454,0.8342289017202866,0.9980279513715108,0.931039387036567,0.8340433562917268,0.9981292028778127
feedback,13,0.929582395285742,0.8310748034210109,0.9984917183442704,0.9322906418405077,0.8253703416647736,0.9987029616600606
feedback,14,0.93109646252491,0.8379918538796521,0.9988541882465405,0.933387634728341,0.837874963250011,0.9990066455646992
feedback,15,0.9324348093529622,0.837434921001747,0.9991191263853395,0.9343593533781402,0.8340742534347291,0.9992343789130981
feedback,16,0.9336254246059585,0.8389607302271491,0.9993302918974638,0.935228037305363,0.8349271799347991,0.999486057041884
feedback,17,0.9346912134336915,0.8403578932546382,0.9994902982739705,0.9360112117526991,0.8375856590631077,0.9996034297174234
feedback,18,0.9356511307933484,0.839332826747482,0.9996133927787594,0.9367229564987962,0.8338265863258517,0.9996817697599505
feedback,19,0.9365209862318761,0.8431389764270814,0.9997078077431482,0.9373747405319357,0.8378230287223721,0.999768211201828
feedback,20,0.9373140422014656,0.8460052804540729,0.9997800231068356,0.9379759993434854,0.8436778832797055,0.999826495660989
feedback,21,0.9380414744063953,0.8452064259995641,0.9996701495816185,0.9385345522574168,0.8395114045433876,0.9997612300554005
feedback,22,0.9387127347889561,0.8477475380895741,0.9997567725853916,0.9390569153258999,0.8434614845830983,0.9998199913478251
feedback,23,0.9393358426748277,0.8485750798619024,0.9999084020314013,0.9395485426603454,0.8489615183306408,0.9999186643691542
feedback,24,0.9399176210610468,0.8492335304965302,0.9999322056051695,0.940014016499946,0.8433171584599596,0.9999413905973499
feedback,25,0.940463889956783,0.8476943509962376,0.9999500477888218,0.9404571991565752,0.8430558392828357,0.9999574485725982
feedback,26,0.9409796255105594,0.850630036753857,0.9999276559219791,0.9408813557578384,0.8442863668219981,0.9999497661904049
feedback,27,0.9414690915582582,0.8586113105878486,0.9999732696459898,0.9412892541291495,0.8524575166511259,0.9999774658927071
feedback,28,0.9419359487649941,0.8512692818995332,0.9999611863365648,0.9416832465032261,0.8442467800502395,0.9999685909228789
feedback,29,0.9423833454687346,0.8429859840928609,0.9999859839353877,0.9420653366344057,0.8418144329896893,0.9999883442097176
feedback,30,0.9428139935273349,0.8533333332995181,0.9999899322041798,0.9424372351115063,0.8547742547579669,0.9999920668869374
feedback,31,0.94323023184287,0.8535707564221764,0.9999928087408309,0.9428004050859695,0.8470912546650514,0.9999945879261068
feedback,32,0.94363407973857,0.8546666666562116,0.999989786327561,0.9431561001924056,0.8508645290371958,0.9999925662918975
feedback,33,0.9440272819625175,0.8553297285057926,0.9999963951705347,0.9435053960951035,0.8560941948552349,0.9999969424227076
feedback,34,0.9444113467670489,0.8557446168821629,0.999997471240312,0.9438492168209505,0.8466906269712187,0.9999977166877064
feedback,35,0.9447875782479993,0.8564542008529694,0.9999982375316113,0.944188356819796,0.849790280059066,0.999998551677102
