model,track,k,mean_pass,mean_ci_lo,mean_ci_hi,D_pass,D_ci_lo,D_ci_hi,n_problems
Llama-3.1-8B-Instruct,CoT,51,0.8836666660290953,0.7666666660130063,0.9836666660291712,0.925803920593572,0.826749795614876,0.9963235285205019,30
Llama-3.1-8B-Instruct,CoT,52,0.8839999996356859,0.7666666662931837,0.9839999996357169,0.9261176465016592,0.8274451505016162,0.9963235289024811,30
Llama-3.1-8B-Instruct,CoT,53,0.8843333331284119,0.7666666664565981,0.9843333331284242,0.926431372235619,0.8281405053883095,0.9963235291252966,30
Llama-3.1-8B-Instruct,CoT,54,0.8846666665533078,0.7666666665504648,0.9846666665533127,0.9267450978658469,0.828835860274982,0.9963235292532947,30
Llama-3.1-8B-Instruct,CoT,55,0.8849999999383928,0.7666666666035159,0.9849999999383946,0.9270588234351905,0.8293815986949371,0.9963235293256403,30
Llama-3.1-8B-Instruct,CoT,56,0.8853333333004765,0.7666666666329871,0.9853333333004772,0.9273725489693568,0.8297264238504004,0.9963235293658319,30
Llama-3.1-8B-Instruct,CoT,57,0.8856666666494916,0.7666666666490619,0.9856666666494918,0.9276862744835365,0.8300813632688242,0.9963235293877544,30
Llama-3.1-8B-Instruct,CoT,58,0.8859999999912128,0.7666666666576596,0.9859999999912129,0.927999999986561,0.8310552379294261,0.9963235293994804,30
Llama-3.1-8B-Instruct,CoT,59,0.8863333333289398,0.7666666666621632,0.9863333333289398,0.9283137254834767,0.8321473275313134,0.9963235294056225,30
Llama-3.1-8B-Instruct,CoT,60,0.8866666666645234,0.7666666666645234,0.9866666666645235,0.9286274509771144,0.8330308403282091,0.9963235294087686,30
Llama-3.1-8B-Instruct,CoT,61,0.886999999998982,0.7666666666656486,0.986999999998982,0.9289411764690314,0.8337351315665377,0.9963235294103415,30
Llama-3.1-8B-Instruct,CoT,62,0.8873333333328635,0.7666666666661968,0.9873333333328635,0.929254901960066,0.8346157502593607,0.9963235294111078,30
Llama-3.1-8B-Instruct,CoT,63,0.8876666666664564,0.7666666666664564,0.9876666666664564,0.9295686274506589,0.8351878377069817,0.9963235294114708,30
Llama-3.1-8B-Instruct,CoT,64,0.8879999999999091,0.7666666666665757,0.9879999999999091,0.9298823529410376,0.8358101675220295,0.9963235294116376,30
Llama-3.1-8B-Instruct,CoT,65,0.8883333333332953,0.7666666666666287,0.9883333333332954,0.9301960784313148,0.8364884283915949,0.9963235294117117,30
Llama-3.1-8B-Instruct,CoT,66,0.8886666666666515,0.7666666666666515,0.9886666666666515,0.9305098039215456,0.8371801189149015,0.9963235294117435,30
Llama-3.1-8B-Instruct,CoT,67,0.8889999999999942,0.7666666666666667,0.9889999999999942,0.930823529411756,0.837891858317945,0.9963235294117566,30
Llama-3.1-8B-Instruct,CoT,68,0.8893333333333312,0.7666666666666667,0.9893333333333312,0.9311372549019576,0.838610005036089,0.9963235294117617,30
Llama-3.1-8B-Instruct,CoT,69,0.889666666666666,0.7666666666666667,0.989666666666666,0.9314509803921558,0.8393011205737336,0.9963235294117636,30
Llama-3.1-8B-Instruct,CoT,70,0.8899999999999998,0.7666666666666667,0.9899999999999998,0.9317647058823527,0.8399827213822895,0.9963235294117643,30
Llama-3.1-8B-Instruct,CoT,71,0.8903333333333333,0.7666666666666667,0.9903333333333334,0.932078431372549,0.840345336406701,0.9963235294117646,30
Llama-3.1-8B-Instruct,CoT,72,0.8906666666666666,0.7666666666666667,0.9906666666666666,0.9323921568627453,0.8413561355427701,0.9963235294117646,30
Llama-3.1-8B-Instruct,CoT,73,0.891,0.7666666666666667,0.991,0.9327058823529414,0.8420677722994171,0.9963235294117647,30
Llama-3.1-8B-Instruct,CoT,74,0.8913333333333334,0.7666666666666667,0.9913333333333334,0.9330196078431374,0.8427707754370236,0.9963235294117647,30
Llama-3.1-8B-Instruct,CoT,75,0.8916666666666667,0.7666666666666667,0.9916666666666667,0.9333333333333336,0.8434737785746302,0.9963235294117647,30
Llama-3.1-8B-Instruct,CoT,76,0.892,0.7666666666666667,0.9919999999999999,0.9336470588235296,0.844285791125056,0.9963235294117647,30
Llama-3.1-8B-Instruct,CoT,77,0.8923333333333333,0.7666666666666667,0.9923333333333333,0.9339607843137258,0.8452681308830121,0.9963235294117647,30
Llama-3.1-8B-Instruct,CoT,78,0.8926666666666667,0.7666666666666667,0.9926666666666667,0.9342745098039218,0.8455581624282198,0.9963235294117647,30
Llama-3.1-8B-Instruct,CoT,79,0.893,0.7666666666666667,0.993,0.9345882352941178,0.8462364232977849,0.9963235294117647,30
Llama-3.1-8B-Instruct,CoT,80,0.8933333333333333,0.7666666666666667,0.9933333333333334,0.934901960784314,0.8469150873281309,0.9963235294117647,30
Llama-3.1-8B-Instruct,CoT,81,0.8936666666666666,0.7682916666666667,0.9936666666666667,0.93521568627451,0.84761044221479,0.9963235294117647,30
Llama-3.1-8B-Instruct,CoT,82,0.894,0.7699166666666667,0.994,0.9355294117647062,0.8483057971014493,0.9963235294117647,30
Llama-3.1-8B-Instruct,CoT,83,0.8943333333333334,0.7715416666666666,0.9943333333333333,0.9358431372549022,0.8490011519881085,0.9963235294117647,30
Llama-3.1-8B-Instruct,CoT,84,0.8946666666666666,0.7731666666666668,0.9946666666666667,0.9361568627450982,0.8496965068747676,0.9963235294117647,30
Llama-3.1-8B-Instruct,CoT,85,0.895,0.7747916666666667,0.995,0.9364705882352944,0.8498690643366099,0.9963235294117647,30
Llama-3.1-8B-Instruct,CoT,86,0.8953333333333333,0.7764166666666668,0.9953333333333333,0.9367843137254903,0.849886158353704,0.9963242359647442,30
Llama-3.1-8B-Instruct,CoT,87,0.8956666666666667,0.7780416666666667,0.9956666666666667,0.9370980392156865,0.8500807978363759,0.9964163460983079,30
Llama-3.1-8B-Instruct,CoT,88,0.896,0.7796666666666666,0.996,0.9374117647058825,0.8506678967230821,0.9966142021720971,30
Llama-3.1-8B-Instruct,CoT,89,0.8963333333333333,0.7812916666666667,0.9963333333333334,0.9377254901960785,0.8506678967230821,0.9967867990153805,30
Llama-3.1-8B-Instruct,CoT,90,0.8966666666666666,0.7829166666666667,0.9966666666666666,0.9380392156862747,0.8506751850717504,0.9969688002399723,30
Llama-3.1-8B-Instruct,CoT,91,0.897,0.7845416666666667,0.997,0.9383529411764707,0.8510922856267785,0.9972719202159751,30
Llama-3.1-8B-Instruct,CoT,92,0.8973333333333334,0.7861666666666668,0.9973333333333334,0.9386666666666669,0.8519725274725275,0.9975750401919778,30
Llama-3.1-8B-Instruct,CoT,93,0.8976666666666666,0.7877916666666667,0.9976666666666667,0.9389803921568629,0.8519989010989011,0.9978781601679806,30
Llama-3.1-8B-Instruct,CoT,94,0.898,0.7894166666666667,0.9979999999999999,0.939294117647059,0.8525749003984063,0.9981812801439834,30
Llama-3.1-8B-Instruct,CoT,95,0.8983333333333333,0.7910416666666666,0.9983333333333333,0.9396078431372551,0.8525749003984063,0.9984844001199862,30
Llama-3.1-8B-Instruct,CoT,96,0.8986666666666667,0.7926666666666667,0.9986666666666667,0.9399215686274511,0.8525749003984063,0.9987875200959891,30
Llama-3.1-8B-Instruct,CoT,97,0.8989999999999999,0.7942916666666666,0.999,0.9402352941176473,0.8525749003984063,0.9990906400719918,30
Llama-3.1-8B-Instruct,CoT,98,0.8993333333333333,0.7959166666666667,0.9993333333333333,0.9405490196078433,0.8525749003984063,0.9993937600479945,30
Llama-3.1-8B-Instruct,CoT,99,0.8996666666666666,0.7975416666666668,0.9996666666666667,0.9408627450980394,0.8525749003984063,0.9996968800239973,30
Llama-3.1-8B-Instruct,CoT,100,0.9,0.7991666666666668,1.0,0.9411764705882355,0.8525749003984063,1.0,30
deepseek-coder-7b-instruct-v1.5,CoT,1,0.6920000000000001,0.5679833333333333,0.8056833333333335,0.6924705882352942,0.5597914005474453,0.8104099776567518,30
deepseek-coder-7b-instruct-v1.5,CoT,2,0.7774410774410775,0.6491434343434344,0.8934109427609429,0.7900629827688652,0.6578639431993859,0.8990245088225246,30
deepseek-coder-7b-instruct-v1.5,CoT,3,0.8116905792620078,0.6825409863945578,0.9252734075448361,0.8279957801302339,0.7030756117140824,0.9325814494606631,30
deepseek-coder-7b-instruct-v1.5,CoT,4,0.8300744962777363,0.703202419524511,0.9416643876169649,0.8479479359378866,0.7242045154411122,0.9476348290574105,30
deepseek-coder-7b-instruct-v1.5,CoT,5,0.8420135555003009,0.7125083664928796,0.9515244508319574,0.8607595588740546,0.738599067874496,0.9575052904247656,30
deepseek-coder-7b-instruct-v1.5,CoT,6,0.8506513717573713,0.7230506295374822,0.9571672564407964,0.8699043647778586,0.7494055153888507,0.9638392945446855,30
deepseek-coder-7b-instruct-v1.5,CoT,7,0.8572819653468586,0.7313513991259785,0.9602350932921334,0.8767803811235472,0.7557127762483633,0.9698779450355646,30
deepseek-coder-7b-instruct-v1.5,CoT,8,0.8625555000165677,0.7366911805443902,0.9624749729153527,0.8821002201237235,0.7633931275960026,0.9732381566623021,30
deepseek-coder-7b-instruct-v1.5,CoT,9,0.8668540033751371,0.7423873384813755,0.9644751247240179,0.886297244418777,0.7673356415884047,0.974326848469978,30
deepseek-coder-7b-instruct-v1.5,CoT,10,0.8704265151319227,0.7459832617405282,0.9657707272670191,0.8896630023394253,0.7694942251455066,0.9762208322643067,30
deepseek-coder-7b-instruct-v1.5,CoT,11,0.8734460916295986,0.7491826632447643,0.9673853708265927,0.8924040143652495,0.7731165312120926,0.9772227798280222,30
deepseek-coder-7b-instruct-v1.5,CoT,12,0.8760378704104608,0.7520639527891048,0.9686519428545802,0.8946706122567388,0.7763636862680798,0.9798174037802415,30
deepseek-coder-7b-instruct-v1.5,CoT,13,0.8782947438108071,0.7546893728057017,0.9712504401184513,0.8965740288920332,0.7773824475369338,0.9818758158607711,30
deepseek-coder-7b-instruct-v1.5,CoT,14,0.8802869455264996,0.75712993202361,0.9734749978721255,0.8981974986257978,0.7782184166472834,0.9836083348780263,30
deepseek-coder-7b-instruct-v1.5,CoT,15,0.8820682952506514,0.7594186139055225,0.975370480625573,0.8996038403971003,0.7789163899791043,0.9850082168960665,30
deepseek-coder-7b-instruct-v1.5,CoT,16,0.8836804524163178,0.7615737745061021,0.9770040612539106,0.9008407925694519,0.779510026378236,0.9861737284263222,30
deepseek-coder-7b-instruct-v1.5,CoT,17,0.8851559120522541,0.7636203517301596,0.9784278334414183,0.9019448397085278,0.7802967086660335,0.987188377608495,30
deepseek-coder-7b-instruct-v1.5,CoT,18,0.8865201702225772,0.7655782160041452,0.9796825001138991,0.902943997639012,0.7816294558156479,0.9879943390430627,30
deepseek-coder-7b-instruct-v1.5,CoT,19,0.887793322029381,0.7662298993114919,0.9808000552818666,0.9038598641715889,0.7829503279507666,0.9888929708057297,30
deepseek-coder-7b-instruct-v1.5,CoT,20,0.8889912608064788,0.769177140002467,0.9818057671830994,0.9047091440509101,0.7837429445296485,0.9895354300501804,30
deepseek-coder-7b-instruct-v1.5,CoT,21,0.8901265903606718,0.7713506993837848,0.9827196666245394,0.9055047925834209,0.7849017861598968,0.9899464538848424,30
deepseek-coder-7b-instruct-v1.5,CoT,22,0.8912093266282847,0.7729741640964283,0.983557678388293,0.9062568796613771,0.7860324604547716,0.9904590103247835,30
deepseek-coder-7b-instruct-v1.5,CoT,23,0.8922474422036805,0.774580381143678,0.9843324908025282,0.9069732467887524,0.7871139070958669,0.9909306235597846,30
deepseek-coder-7b-instruct-v1.5,CoT,24,0.8932472919807288,0.7761699905104057,0.9850542303361671,0.9076600095480368,0.7885757956396625,0.9913633122808576,30
deepseek-coder-7b-instruct-v1.5,CoT,25,0.8942139477842034,0.777743493691401,0.9857309890584742,0.9083219437745588,0.790216729248217,0.9917645640597614,30
deepseek-coder-7b-instruct-v1.5,CoT,26,0.8951514626471763,0.7793012981573786,0.9863692397549092,0.9089627836218532,0.7918142690522064,0.9921402678600844,30
deepseek-coder-7b-instruct-v1.5,CoT,27,0.8960630802571268,0.7808437475643927,0.9869741643758131,0.9095854524505914,0.7930459089456846,0.9924943353469712,30
deepseek-coder-7b-instruct-v1.5,CoT,28,0.8969514013785888,0.782371142236831,0.9875499150227415,0.9101922422094032,0.7942677473172567,0.99282983663098,30
deepseek-coder-7b-instruct-v1.5,CoT,29,0.8978185163292516,0.7839843428687461,0.9880998220123962,0.9107849531211069,0.795735436600231,0.9931491858837903,30
deepseek-coder-7b-instruct-v1.5,CoT,30,0.8986661105508275,0.7861441617594809,0.9886265601487588,0.9113650026423805,0.797190531680362,0.9934542854251451,30
deepseek-coder-7b-instruct-v1.5,CoT,31,0.8994955487798684,0.7872962425382168,0.9891322818100386,0.9119335105483782,0.7986270119824418,0.9937466379451427,30
deepseek-coder-7b-instruct-v1.5,CoT,32,0.9003079421516585,0.7879998713137554,0.9896187235658404,0.9124913654078083,0.8000454671998545,0.9940274341361136,30
deepseek-coder-7b-instruct-v1.5,CoT,33,0.9011042016671555,0.7886665759788359,0.9900872916065897,0.9130392765169539,0.8013192260820637,0.9942976212506778,30
deepseek-coder-7b-instruct-v1.5,CoT,34,0.9018850807507837,0.7893332698012253,0.9905391301690977,0.9135778144512758,0.8016450003705582,0.9945579568002137,30
deepseek-coder-7b-instruct-v1.5,CoT,35,0.9026512090766363,0.7899999557675187,0.990975176292128,0.9141074426969742,0.8025175892056204,0.9948090506353516,30
deepseek-coder-7b-instruct-v1.5,CoT,36,0.9034031194064045,0.7906666360704627,0.9913962035716104,0.9146285422886774,0.8032076516268185,0.9950513979177703,30
deepseek-coder-7b-instruct-v1.5,CoT,37,0.9041412688376054,0.7913333123128136,0.991802857061605,0.9151414309639873,0.8037688499336894,0.9952854049366165,30
deepseek-coder-7b-instruct-v1.5,CoT,38,0.9048660555855629,0.7919999856604154,0.9921956810512228,0.9156463780220737,0.804335182725434,0.9955114092973695,30
deepseek-coder-7b-instruct-v1.5,CoT,39,0.9055778322021538,0.792666211017909,0.9925751411151646,0.9161436158203652,0.8050222005159411,0.9957296956827919,30
deepseek-coder-7b-instruct-v1.5,CoT,40,0.9062769159571101,0.7933330238536467,0.9929416415681331,0.9166333486445722,0.8062374185670126,0.9959405081307214,30
deepseek-coder-7b-instruct-v1.5,CoT,41,0.9069635969648826,0.7942557092692157,0.9932955392374176,0.9171157595307035,0.8074220230353174,0.9961440595742278,30
deepseek-coder-7b-instruct-v1.5,CoT,42,0.9076381445248519,0.795912237987117,0.9936371542929681,0.9175910154941258,0.808090310424094,0.9963405392331457,30
deepseek-coder-7b-instruct-v1.5,CoT,43,0.9083008120496224,0.7975457460869204,0.9939667787321781,0.9180592715230662,0.8090372665277044,0.9965301183224946,30
deepseek-coder-7b-instruct-v1.5,CoT,44,0.9089518408810121,0.7991566639241868,0.9942846830010571,0.9185206736167143,0.8095854191617812,0.996712954445555,30
deepseek-coder-7b-instruct-v1.5,CoT,45,0.9095914632327101,0.7999163024954037,0.9945911211394924,0.91897536108707,0.8101335571833828,0.9968891949618569,30
deepseek-coder-7b-instruct-v1.5,CoT,46,0.9102199044497065,0.7999330833968934,0.9948863347618868,0.9194234682954684,0.8106816853272686,0.997058979558775,30
deepseek-coder-7b-instruct-v1.5,CoT,47,0.9108373847352643,0.7999498298310258,0.9951705561223885,0.9198651259567194,0.8112965276933098,0.9972224422065515,30
deepseek-coder-7b-instruct-v1.5,CoT,48,0.9114441204646261,0.7999665517752318,0.9954440104636009,0.9203004621139085,0.8119320803554855,0.9973797126377514,30
deepseek-coder-7b-instruct-v1.5,CoT,49,0.9120403251793416,0.7999832564435442,0.9957069178069333,0.9207296028634249,0.8125676203613995,0.9975309174614043,30
deepseek-coder-7b-instruct-v1.5,CoT,50,0.9126262103359005,0.7999999999266177,0.9959594943098835,0.92115267289144,0.8132031516141862,0.9976761809977408,30
deepseek-coder-7b-instruct-v1.5,CoT,51,0.9132019858662558,0.8006666666227005,0.9962019532890986,0.9215697958687213,0.8138386768590478,0.9978156259002122,30
deepseek-coder-7b-instruct-v1.5,CoT,52,0.9137678605950593,0.8013333333073127,0.9964345059868533,0.9219810947395516,0.8144741980130313,0.9979493736163613,30
deepseek-coder-7b-instruct-v1.5,CoT,53,0.9143240425483278,0.8026409280881037,0.9966573621416416,0.9223866919319036,0.8151097164048379,0.9980775447272433,30
deepseek-coder-7b-instruct-v1.5,CoT,54,0.9148707391803138,0.8048156288165049,0.9968707304100893,0.9227867095093826,0.815376213360305,0.9982002591958158,30
deepseek-coder-7b-instruct-v1.5,CoT,55,0.9154081575391146,0.8065501698758178,0.9970748186767271,0.9231812692803527,0.8155892933757757,0.9983176365474937,30
deepseek-coder-7b-instruct-v1.5,CoT,56,0.915936504386687,0.807652380845598,0.9972698342797199,0.9235704928757749,0.8161214572787534,0.9984297960004666,30
deepseek-coder-7b-instruct-v1.5,CoT,57,0.9164559862851566,0.8087200215867764,0.9974559841740633,0.923954501804324,0.8166536211143648,0.9985368565590507,30
deepseek-coder-7b-instruct-v1.5,CoT,58,0.9169668096583828,0.8097538960727417,0.9976334750485744,0.9243334174911206,0.8171857849101214,0.998638937080027,30
deepseek-coder-7b-instruct-v1.5,CoT,59,0.9174691808354948,0.8107548082706323,0.9978025134090216,0.924707361304723,0.8177179486826456,0.9987361563193886,30
deepseek-coder-7b-instruct-v1.5,CoT,60,0.9179633060813974,0.8117235621437751,0.9979633056366326,0.9250764545757789,0.8182578836838192,0.9988286329649809,30
deepseek-coder-7b-instruct-v1.5,CoT,61,0.918449391617937,0.8126609616532109,0.998116058028864,0.9254408186097959,0.8188092697012327,0.9989164856590786,30
deepseek-coder-7b-instruct-v1.5,CoT,62,0.9189276436384349,0.8135678107586319,0.9982609768275047,0.9258005746957962,0.8193900829864963,0.9989998330138387,30
deepseek-coder-7b-instruct-v1.5,CoT,63,0.9193982683175546,0.814444913418949,0.9983982682378301,0.9261558441121243,0.8203415219573182,0.9990787936217641,30
deepseek-coder-7b-instruct-v1.5,CoT,64,0.9198614718179231,0.8152930735926305,0.9985281384414953,0.9265067481302973,0.8211236725069543,0.9991534860627026,30
deepseek-coder-7b-instruct-v1.5,CoT,65,0.9203174602945141,0.8161130952378983,0.9986507936051031,0.9268534080175288,0.8214054906300534,0.9992240289084735,30
deepseek-coder-7b-instruct-v1.5,CoT,66,0.9207664398975134,0.8169057823128408,0.9987664398858164,0.9271959450383598,0.8216873087481311,0.9992905407258801,30
deepseek-coder-7b-instruct-v1.5,CoT,67,0.9212086167741611,0.8176719387754754,0.9988752834349792,0.9275344804556996,0.8221397591882779,0.9993531400786457,30
deepseek-coder-7b-instruct-v1.5,CoT,68,0.9216441970699188,0.8184123685837834,0.9989775304004166,0.9278691355314787,0.8226787991589386,0.9994119455286371,30
deepseek-coder-7b-instruct-v1.5,CoT,69,0.9220733869291953,0.8191278756957276,0.9990733869278662,0.9282000315270511,0.8232178391295599,0.9994670756366224,30
deepseek-coder-7b-instruct-v1.5,CoT,70,0.9224963924957904,0.8198192640692623,0.9991630591618567,0.9285272897034398,0.8237568791001627,0.9995186489627363,30
deepseek-coder-7b-instruct-v1.5,CoT,71,0.9229134199131592,0.8204873376623371,0.9992467532462324,0.928851031321481,0.8243013875848452,0.9995667840667541,30
deepseek-coder-7b-instruct-v1.5,CoT,72,0.9233246753245675,0.8211329004329003,0.9993246753244598,0.9291713776419087,0.8248579126804687,0.999611599508255,30
deepseek-coder-7b-instruct-v1.5,CoT,73,0.9237303648731796,0.8217567563388991,0.9993970315398041,0.9294884499254025,0.8254143460311021,0.9996532138467121,30
deepseek-coder-7b-instruct-v1.5,CoT,74,0.9241306947021075,0.8223597093382807,0.9994640280354253,0.9298023694326133,0.8261902836869539,0.9996917456415446,30
deepseek-coder-7b-instruct-v1.5,CoT,75,0.924525870954437,0.8229425633889921,0.9995258709544316,0.930113257424179,0.8271436850733305,0.9997273134521444,30
deepseek-coder-7b-instruct-v1.5,CoT,76,0.924916099773241,0.8235061224489797,0.9995827664399058,0.9304212351607303,0.8280939059667308,0.9997600358378903,30
